user_index,user_type,source_dataset,source_site_id,site_id,original_user_index,session_index,request_in_session_index,url,timestamp,http_method,request_body_size,response_body_size,revised_status,execution_time,api_endpoint,header,data,data_valid,source_file,original_status
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,11,http://111.229.33.190:8081/post/post/post?cguid=b92568e9-c3d5-4d87-b045-c39b1aa18901,2025-03-21 05:52:56,POST,232,33272,200,30.032,/post/post/post,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D', 'Content-Length': '215'}","{'_csrf': 'JbTq4cwp5TAkzLZwsOUiRlyMxdjyR4pPvdHimkfMHJ1JjLqGphzRQ0qZ4jvJ1HcXGfuRsr0y0B33gqzIcKRN8g==', 'message': 'dbfcg', 'containerGuid': '2a61088c-1182-463d-90cb-2cdea7b7385c', 'containerClass': None}",True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,12,http://111.229.33.190:8081/comment/comment/show?objectModel=humhub%5Cmodules%5Cpost%5Cmodels%5CPost&objectId=11,2025-03-21 05:52:56,POST,2,33262,200,29.934,/comment/comment/show,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D', 'Content-Length': '0'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,13,http://111.229.33.190:8081/admin/space,2025-03-21 05:52:56,GET,2,33281,403,27.495,/admin/space,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,14,http://111.229.33.190:8081/space/manage?cguid=d6255cac-01c8-4dc9-aea9-547c358feb53,2025-03-21 05:52:56,GET,2,33281,403,29.456,/space/manage,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,15,http://111.229.33.190:8081/space/manage/security?cguid=21e1bb35-3277-4044-acf4-107f3c0b3b41&_pjax=%23layout-content&_=1737030952560,2025-03-21 05:52:56,GET,2,33281,403,29.266,/space/manage/security,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,16,http://111.229.33.190:8081/space/manage/member?cguid=d68bbc02-db72-40c2-b31e-4e174d7ca81c,2025-03-21 05:52:58,GET,2,33281,403,1091.964,/space/manage/member,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,17,http://111.229.33.190:8081/like/like/unlike?contentModel=humhub%5Cmodules%5Cpost%5Cmodels%5CPost&contentId=10,2025-03-21 05:52:58,POST,2,33272,200,29.332,/like/like/unlike,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D', 'Content-Length': '0'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,18,http://111.229.33.190:8081/user/profile/unfollow?cguid=86c141b9-b1d3-4193-a270-d200603fca48,2025-03-21 05:52:58,POST,2,33272,200,29.281,/user/profile/unfollow,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D', 'Content-Length': '0'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_184,1,train,bacalarm,bacalarm,184,1,19,http://111.229.33.190:8081/marketplace/purchase,2025-03-21 05:52:58,GET,2,33281,403,27.289,/marketplace/purchase,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=e9lntqlt3hoq4e03itr0opn024; _csrf=df7e2e5ba58f551d1556c77b1dcba57f143238a368a4ccf2db8760b6799c1307a%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22WaAvxzpKX_hRO0kpoJRYD-T_1iQbRlCx%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_298,1,train,bacalarm,bacalarm,298,2,1,http://111.229.33.190:8081/space/spaces,2025-03-21 06:32:07,GET,2,82051,200,86.223,/space/spaces,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=3bjcd8f02ljjoc79pf5pph5lbc; _csrf=2fe39ef29950c472b5cb72ef33c32cddbbc98abb310506c62af7f5d1e6308c4fa%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22BWjiXq2jl251z-f5fm-LDJD1cZbwJ6gB%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_298,1,train,bacalarm,bacalarm,298,2,2,http://111.229.33.190:8081/space/space?tour=1&cguid=d2fdb62f-c8a9-4ce9-864d-1681883255a0,2025-03-21 06:32:07,GET,2,71592,200,53.834,/space/space,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=3bjcd8f02ljjoc79pf5pph5lbc; _csrf=2fe39ef29950c472b5cb72ef33c32cddbbc98abb310506c62af7f5d1e6308c4fa%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22BWjiXq2jl251z-f5fm-LDJD1cZbwJ6gB%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
train_bacalarm_298,1,train,bacalarm,bacalarm,298,2,3,http://111.229.33.190:8081/user/profile/about?cguid=9ffc5154-a1d1-4c99-af07-fb9b825e9a85,2025-03-21 06:32:07,GET,2,39296,200,38.294,/user/profile/about,"{'User-Agent': 'python-requests/2.32.3', 'Accept-Encoding': 'gzip, deflate, br, zstd', 'Accept': '*/*', 'Connection': 'keep-alive', 'content-type': 'application/x-www-form-urlencoded; charset=UTF-8', 'Cookie': 'PHPSESSID=3bjcd8f02ljjoc79pf5pph5lbc; _csrf=2fe39ef29950c472b5cb72ef33c32cddbbc98abb310506c62af7f5d1e6308c4fa%3A2%3A%7Bi%3A0%3Bs%3A5%3A%22_csrf%22%3Bi%3A1%3Bs%3A32%3A%22BWjiXq2jl251z-f5fm-LDJD1cZbwJ6gB%22%3B%7D; _identity=90c4d590c8f2fcde7fd8bf0c43b3573c6ddd2bd910fb2f901caeb6f2f0bfbf7ba%3A2%3A%7Bi%3A0%3Bs%3A9%3A%22_identity%22%3Bi%3A1%3Bs%3A50%3A%22%5B5%2C%22b92568e9-c3d5-4d87-b045-c39b1aa18901%22%2C2592000%5D%22%3B%7D'}",,True,D:\browser\test\combined_data\abnormal.json,
